Location Names,Paso Baltasar,Paso Baltasar
2022-09-05 16:30:00,2.02,23.27
2022-09-05 17:00:00,2.02,23.27
2022-09-05 17:30:00,2.01,23.07
2022-09-05 18:00:00,2.0,22.87
2022-09-05 18:30:00,1.99,22.67
2022-09-05 19:00:00,1.99,22.67
2022-09-05 19:30:00,1.98,22.47
2022-09-05 20:00:00,1.97,22.27
2022-09-05 20:30:00,1.96,22.08
2022-09-05 21:00:00,1.95,21.88
2022-09-05 21:30:00,1.94,21.69
2022-09-05 22:00:00,1.94,21.69
2022-09-05 22:30:00,1.93,21.5
2022-09-05 23:00:00,1.92,21.31
2022-09-05 23:30:00,1.91,21.11
2022-09-06 00:00:00,1.9,20.92
2022-09-06 00:30:00,1.89,20.73
2022-09-06 01:00:00,1.88,20.55
2022-09-06 01:30:00,1.87,20.36
2022-09-06 02:00:00,1.86,20.17
2022-09-06 02:30:00,1.85,19.99
2022-09-06 03:00:00,1.84,19.8
2022-09-06 03:30:00,1.82,19.44
2022-09-06 04:00:00,1.81,19.25
2022-09-06 04:30:00,1.8,19.07
2022-09-06 05:00:00,1.79,18.89
2022-09-06 05:30:00,1.78,18.71
2022-09-06 06:00:00,1.77,18.54
2022-09-06 06:30:00,1.75,18.18
2022-09-06 07:00:00,1.74,18.01
2022-09-06 07:30:00,1.73,17.83
2022-09-06 08:00:00,1.72,17.66
2022-09-06 08:30:00,1.71,17.49
2022-09-06 09:00:00,1.7,17.32
2022-09-06 09:30:00,1.69,17.15
2022-09-06 10:00:00,1.67,16.81
2022-09-06 10:30:00,1.66,16.64
2022-09-06 11:00:00,1.65,16.47
2022-09-06 11:30:00,1.64,16.3
2022-09-06 12:00:00,1.63,16.14
2022-09-06 12:30:00,1.62,15.98
2022-09-06 13:00:00,1.61,15.81
2022-09-06 13:30:00,1.59,15.49
2022-09-06 14:00:00,1.58,15.33
2022-09-06 14:30:00,1.57,15.17
2022-09-06 15:00:00,1.56,15.01
2022-09-06 15:30:00,1.55,14.85
2022-09-06 16:00:00,1.54,14.69
2022-09-06 16:30:00,1.53,14.54
2022-09-06 17:00:00,1.51,14.23
2022-09-06 17:30:00,1.5,14.07
2022-09-06 18:00:00,1.49,13.92
2022-09-06 18:30:00,1.48,13.77
2022-09-06 19:00:00,1.47,13.62
2022-09-06 19:30:00,1.46,13.47
2022-09-06 20:00:00,1.45,13.32
2022-09-06 20:30:00,1.43,13.02
2022-09-06 21:00:00,1.42,12.88
2022-09-06 21:30:00,1.41,12.73
2022-09-06 22:00:00,1.4,12.59
2022-09-06 22:30:00,1.39,12.44
2022-09-06 23:00:00,1.38,12.3
2022-09-06 23:30:00,1.37,12.16
2022-09-07 00:00:00,1.36,12.02
